s_country_name,s_country_code_iso2,s_region_name,s_region_slug,s_city_name,s_city_slug
Antigua And Barbuda,AG,Barbuda,barbuda,Codrington,codrington
Antigua And Barbuda,AG,Redonda,redonda,Redonda,redonda
Antigua And Barbuda,AG,Saint George Parish,saint-george-parish,Piggotts,piggotts
Antigua And Barbuda,AG,Saint John Parish,saint-john-parish,Potters Village,potters-village
Antigua And Barbuda,AG,Saint John Parish,saint-john-parish,Saint Johns,saint-johns
Antigua And Barbuda,AG,Saint Mary Parish,saint-mary-parish,Bolands,bolands
Antigua And Barbuda,AG,Saint Paul Parish,saint-paul-parish,Falmouth,falmouth
Antigua And Barbuda,AG,Saint Paul Parish,saint-paul-parish,Liberta,liberta
Antigua And Barbuda,AG,Saint Peter Parish,saint-peter-parish,All Saints,all-saints
Antigua And Barbuda,AG,Saint Peter Parish,saint-peter-parish,Parham,parham
Antigua And Barbuda,AG,Saint Philip Parish,saint-philip-parish,Saint Philip Parish,saint-philip-parish
